"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"1","10344624","Lypla1","18777","lysophospholipase 1",-0.226083967052304,8.82868212803618,-2.83210567112948,0.00898195841708623,0.0194511169840628,-3.6733744105906
"2","10344637","Atp6v1h","108664","ATPase, H+ transporting, lysosomal V1 subunit H",0.371762702249964,6.60763573542876,2.8319990652246,0.00898421692488226,0.0194511169840628,-3.67361086430304
"3","10344707","Pcmtd1","319263","protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1",-0.182558485660754,8.63279842917757,-1.50530509765904,0.144722662753052,0.209836445587468,-6.15012497033467
"4","10344723","Rrs1","59014","ribosome biogenesis regulator 1",0.224265254440008,5.36492776457807,1.27429560608845,0.214226703963732,0.29098395370359,-6.45840635228879
"5","10344725","Adhfe1","76187","alcohol dehydrogenase, iron containing, 1",0.0881327085770396,7.17923720912857,0.489945305957243,0.628426236131386,0.703998234960072,-7.14887016638522
"6","10344750","Sgk3","170755","serum/glucocorticoid regulated kinase 3",0.127619043104223,6.04125145977054,0.920171937336414,0.366239315814108,0.454398095402793,-6.84161179429697
"7","10344803","Cspp1","211660","centrosome and spindle pole associated protein 1",-0.44044057313985,4.9054032586476,-2.76432997457381,0.0105314271655457,0.0223248666887163,-3.82276686671449
"8","10344837","Prex2","109294","phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 2",0.414442564141569,7.3940528228341,2.70686380391714,0.012039316561316,0.0251020986372902,-3.9479257458278
"9","10344897","Sulf1","240725","sulfatase 1",0.366575971227757,7.39775501942321,3.18791005961839,0.00381451115983866,0.00938288428221943,-2.86077395860806
"10","10344960","Tmem70","70397","transmembrane protein 70",-0.108901586415611,8.6408577013839,-1.22207908029689,0.233026607843676,0.311828172910476,-6.52189696924405
"11","10344966","Ly96","17087","lymphocyte antigen 96",1.90956854500767,6.38500272283001,8.06491012222771,1.96336757789624e-08,3.18467002970582e-07,9.255885355699
"12","10344973","Gdap1","14545","ganglioside-induced differentiation-associated-protein 1",-1.67153094612061,4.03573730102653,-10.5656541313857,9.93462414586164e-11,4.38592059030779e-09,14.5818486183169
"13","10344981","Pi15","94227","peptidase inhibitor 15",-0.302723678569876,5.21245414074303,-1.73339905588349,0.0952901256568121,0.147137459841738,-5.80432506568749
"14","10344990","Crispld1","83691","cysteine-rich secretory protein LCCL domain containing 1",0.824992024132612,6.38949557557931,4.38986633392835,0.00017965904883987,0.000684781524744758,0.115593316918556
"15","10345028","Mir206","387202","microRNA 206",0.411097761359432,2.06827694949978,3.21953914146426,0.00352956877057135,0.00878556468968221,-2.7864779154372
"16","10345037","Paqr8","74229","progestin and adipoQ receptor family member VIII",0.321443907012989,6.25848235035753,1.82038005980912,0.0806418330984832,0.12754473104081,-5.662332440769
"17","10345065","Gsta3","14859","glutathione S-transferase, alpha 3",-0.0281706402985584,4.78097070282181,-0.180741244892881,0.858021619582501,0.891562783999254,-7.25559794996553
